grabacion_1,grabacion_2,grabacion_3
58.84942356310618,27.33605035187618,24.23572843190496
52.19092888076135,28.67303489853252,27.335592677740998
57.04407792067311,28.119463731850566,27.699654192435517
47.511876809909275,31.68682458469977,30.205728039119563
52.32312872231078,33.703105616572685,30.4805880978737
40.95989912360024,39.385821813753836,33.761642022876806
39.63322900418587,43.328667880396026,34.43653615774972
33.31158297397915,47.89529775882603,36.32173895059509
29.63438207609329,48.750028215307566,38.36396027835485
20.129199110878467,53.607975130762306,35.88566459349521
23.68075472910681,51.218669422295186,39.63576750303422
23.729433353229794,50.886615940225695,36.57034457163345
20.926339376224917,49.580754354419106,36.041032804780784
24.27293233630128,45.47158849039707,39.23910328947835
19.738072131482937,43.8692026852436,35.59008100259451
26.894265743758837,37.79038693413599,35.40563572621864
27.69586595846335,34.44012360310682,32.45104428211043
24.945203030746555,32.90439481349772,37.488782166052104
22.7635131950164,32.4874038332146,37.74874070546061
20.926893787369515,33.3753541248544,34.18068759886445
21.012286528022145,34.040272370776805,33.70964766988489
17.474972100669042,37.717932402566376,33.97447832993053
16.917211464767966,38.219709869042674,34.09020307367054
9.85080939691305,48.84047130530965,33.726884619663615
9.722329807922335,47.5296936210449,34.0502496216136
4.664672297355736,54.089252964211866,34.009266924081274
6.887214337657127,51.952300813362314,34.27566687046438
3.3035028316151553,58.431450753809614,34.047587824795755
5.193931831810701,58.45110723567405,33.2284699147505
6.315725976806888,56.355030849849804,38.0120047923817
10.596831650759967,53.46690140629267,38.70133039232725
22.48414866033184,46.99956306514714,36.960569736853095
22.97826552403287,44.24665941015635,40.394990173299696
32.47316238036544,37.00075666881019,38.11083645960702
38.0159351572159,33.37713121115417,37.951982987421815
42.493838922810596,28.87027596858568,38.880781693936186
44.351030912141155,27.150997971444255,38.17812722951561
52.992827762593336,24.726133557270934,34.63188530404056
46.39283404607475,25.00801010589882,39.47012558340518
48.2134764698033,26.437682281082353,37.446112589101936
48.31256449314651,28.618837133109523,35.79409451515711
46.890225419922004,34.1048377048622,32.51430759359868
40.45754874479494,40.21897236512752,29.585339546259
47.06971983390426,42.082824483957936,24.523089816351963
36.74793665175395,48.86654874018197,27.72234957151324
41.605814154775764,48.251053035715074,23.479234102693752
36.79733361507451,54.415261002607956,20.566209758983796
33.064701114013445,58.34875132279777,14.559943553851184
39.08163132283999,52.75210912356028,23.200776317219294
35.40245033866653,55.95094894264886,14.38881717301446
36.42947886339397,53.30158304263798,14.344329668566672
39.223447123802984,50.176544994110586,12.635283812518011
45.86601798668575,42.41325068903852,13.325721131919444
47.19962202001248,39.607378695230615,13.338552358994754
45.83897532854135,39.236320163656195,14.17804087538974
52.029347326665274,34.119095030959194,12.432139694522327
49.645122884567314,32.84570292515349,15.737449799470191
49.3317242084978,32.88239481363558,15.840227711093306
46.139461087594015,33.519128976391016,20.152860845512535
45.22820114041982,35.38278809411768,20.996756374767287
41.43226820310652,38.415475918231785,26.257576144309553
35.41549994874636,44.50488483443158,27.676795322309758
29.93021011051617,45.82138238563891,31.592146466492345
30.129927725403945,49.85117419047106,32.782466889744185
27.98331265584723,48.93492175111542,36.055127431218644
28.395916365741066,50.83012724624145,35.5748889027154
25.272218500988814,52.55008067615,35.08396625923915
22.07735716112522,49.7928673256198,42.97325350953979
21.718159442171093,48.966527069968826,42.56853058524578
29.41203777779932,42.072219306259505,41.78819908529358
29.25495412187491,35.42375039313838,45.659966687672366
26.322083731977543,38.400441347413874,45.03509223045332
36.13182405981285,33.22085816328093,38.43079194437151
31.43407574507129,27.545494234607858,47.84828905130571
29.042472662465222,29.095232856974725,41.964580336678424
26.919850457470297,29.677238316747022,40.86550126392032
27.80091894700361,28.33734580518265,43.97271467796536
27.439238891719683,30.125497864194557,40.83019589228931
22.725598176524194,33.53577390453966,41.25825664593779
18.618198290468555,38.53539039275936,39.65738651088859
13.096186967930876,45.604797720568406,39.570109841434444
12.68792827074627,45.31359642581048,39.00447768740088
7.568477475387596,51.96173768172834,34.846517796786195
4.826187260533402,55.29292300834463,33.67098098017176
4.189927150015976,58.98882712324167,32.13310802690921
5.5645611801420145,58.74243461983104,31.134905499547408
9.024209481629434,56.96842775294097,29.864354944511486
5.4282226378527625,56.27332589957423,33.346377199914386
13.469832614903709,52.47507166575307,30.03549242296238
17.38626480172549,46.49960014608684,33.00514556769748
29.216968230919967,42.187290337876,27.23857219905834
29.19085806366264,37.73235981648705,29.497069375474155
30.45710767145436,32.20604074087367,34.393594858273985
42.14322469755138,30.096241502187638,32.78648243429228
39.35231352583102,27.733797969164655,36.56039527676054
45.363948823705,28.027243047734878,31.274578403197104
50.46459620124819,28.666039132232633,32.61878336910031
43.179978222295496,32.21686973755547,33.019669691442076
45.630423673290046,33.638269642837656,33.59025026993171
41.58219979106505,39.48627452529282,34.83496701435754
45.30088939440787,41.31200720566147,30.694760358046018
42.49919588102267,46.17377586886256,30.779477660637752
42.03341793579821,48.31264477412082,29.751264486663345
40.41096831537057,50.94942286838157,28.850395694192464
40.282869521985916,51.04682391034397,28.111640728166
41.273751071146265,49.057094263351026,27.754930394830453
44.36758886264024,48.442738643476,25.51670928101447
45.28743199607421,46.71016587784986,23.653165024112724
42.26368859278974,47.31349295835835,15.197076573562235
51.16894446886217,37.914257283304394,20.297059755568185
47.966625191096135,39.85292130236529,15.105541437312297
51.136397796699875,34.19944431547017,18.51523909188733
50.790674504795234,33.29172240281585,14.464870210746767
48.105047134503735,33.68704628104395,15.460093065831707
48.14897661410124,33.98235660807229,15.25905516693399
43.55377113289848,35.55892587970956,17.833898556994143
45.97030183902581,38.02163584015898,14.811710266960901
38.63350515565843,40.78643971605669,18.398880314961687
33.44950715502972,47.521340920591456,17.686661071770708
20.415151174459076,51.18617720801598,24.96035351501341
29.58300775357538,52.34754184776907,23.203092975641134
25.73713721301109,53.27079617948924,26.990916330289096
15.770916139506866,56.74201877365865,30.62090787734726
12.840008206800242,55.85244820826964,34.247352734249795
18.237691901039,54.57838511386321,32.08336922167837
21.97049098620228,49.03820317647233,36.67404205937692
17.975667362142147,47.93122813311522,39.92567593725448
30.968041777743423,39.09433314965761,35.142880385990665
29.008183348326448,35.61719783130611,41.66717231744322
35.52116802883159,31.766304765971398,42.11673352787976
28.477210603680746,29.865450770447644,46.47752265609137
31.19020066397168,25.237353200358378,48.950415067776404
33.08260027951873,24.571917071130258,48.865907703770176
30.27288313286097,26.88873093223905,47.7592101419792
29.425420356522196,27.34134415012796,48.96690199955813
27.386932175114346,29.736429260568272,48.316171231542164
21.611098056750677,36.646101083338465,43.543613994348405
16.318731167490462,44.480272415494575,47.379451419690774
13.411284151078554,47.01743776218432,45.98674983789551
11.256206024557706,50.286265208195395,40.40452704758012
7.274939151922148,55.56767403402757,37.96413770994057
5.044693451267207,55.862871744176616,38.939225904646285
14.705802529197726,53.66190675288274,38.72862016264036
6.004620276592469,57.21850249985668,33.920403935571514
7.382118676372166,56.540726026075724,32.290086561949515
18.84778266881164,51.367799454647745,26.926332724569342
15.271348895838472,50.11730916842009,28.93353910697131
17.19033495774724,42.62327289940248,31.67927527302172
25.928120968296525,39.980588269104885,26.872381335370495
30.119125793668125,35.89638472541604,26.125301599762846
34.919900316233154,34.00711303458681,23.818536107671505
43.38707382748928,33.306691974884174,20.487997061024103
47.97674310707805,33.45048796411148,17.289755597983387
38.86224441212479,37.788812119842596,22.877913343726377
41.56514340372596,37.68180888166619,21.51705750561713
39.56505968807392,39.216152547910255,26.959229428092307
43.85519901415524,42.805170460577195,25.041849567589068
40.68894860214065,48.26218545355315,25.434614585651204
36.84899966981478,50.94946116254152,24.968785878002095
41.74362903176416,50.93148827508893,27.060557730615102
40.14440241343542,51.27064860261878,28.289364723997103
40.54482417689935,52.87996631563168,23.681539870564933
44.617635438131366,47.563467802861176,28.71289375271772
43.51640031046,47.95565086352268,27.788919603291646
50.58785502244603,40.428543708929446,28.33752325189431
51.787923631668804,39.20068061505605,26.678578553538173
56.093240142241655,31.73082413502022,27.113773643652742
55.29627611990821,31.343735695559296,28.553035750142236
58.72124830466202,27.409918841224552,27.495717818239775
55.39803103440553,27.533184928986202,25.84949140590696
57.87083032578051,26.13514820022501,27.60682920634337
53.13563822040218,32.91240638035408,20.71784476001656
43.07999852216155,32.75363173731989,27.486572957819888
49.91917489074976,37.22996984243484,16.36813239895028
35.96101201095308,43.071625302463225,22.995789056179596
34.048134710728185,46.41832089613445,22.876334335651748
23.078135236535054,54.56082765974204,22.54363882328976
25.346353329998415,54.04046029519367,20.96357850151786
21.83344868450449,58.01656026661405,21.60146429656468
20.130042100971735,59.2142351473324,21.08952749891553
14.715845863562379,59.198142059242876,24.406603124714664
7.657338770099123,55.919336613278915,31.70905819409906
13.498049022503523,53.746052961153985,30.80614527997372
21.585649520349676,51.352185076812425,26.521895734380585
23.211446461872335,42.5329640287431,29.47624335084687
26.87001015649509,37.14649293429136,32.74941136726925
21.563355002706786,35.20097820520753,41.36442259338517
29.09625527581712,29.791205642739968,42.09060423694194
28.451136261525853,29.093612224662962,40.07692383205361
29.067515992043013,27.14022066395384,45.26554365179233
27.275508624613963,29.65275854005489,45.42859031305653
24.421893179245856,32.23819332601411,43.93909214733516
22.161932392553652,35.68023392899826,47.100198035701965
23.056002432786663,37.199205756972574,47.9505430326909
21.639110061188205,41.891078343809056,47.2024523888191
14.453420735430505,47.589837099923606,49.49448072592993
14.714337094019157,48.63979003663301,48.73299464503155
11.993284809348332,50.495205200772084,48.34445180076168
14.662144975737995,50.3267028908031,47.15897666018593
17.71712843531035,50.046479629541714,45.04823802801366
21.548925047659814,50.03625623389284,37.5933600363031
21.679664213948925,45.948885765409635,40.357753930781584
17.76286763926477,46.705101950419035,37.631376760555526
33.68035355745348,39.73618285753986,32.308675632462766
27.932393360439235,38.71477568070604,30.219025788050264
32.687048344670146,34.2430980164987,33.09706808424353
33.75276913558627,31.95173621138182,31.6849801928581
44.466528811092154,33.121874999615194,18.98115479341606
37.76081312183919,33.857642085396904,21.95705385989133
38.106802910464815,34.21624686582345,22.65135981581627
40.79003865776464,36.546740624041504,18.845786799841825
37.37079241607582,41.03319456248483,19.493226166717378
36.0357198812299,46.93297231954667,17.366736431087105
30.684406502659662,52.41571254717596,17.923936816753177
34.74971986280054,53.22914213452681,13.884743442071333
32.155720945796276,57.8882791630649,14.289293677040959
32.9731681465161,57.78979064979666,16.138320671732437
33.80154522519402,55.05770035858686,21.515962790293067
35.618442524057066,54.911843708004525,20.591006395882204
41.715277961523725,50.07156500210547,19.73076995901608
44.03134014696528,48.07340412143096,22.76451101678341
49.046587874834835,40.948052048047224,20.936638709629676
54.24485023944518,35.61511860293012,26.00114203520905
54.23600467216437,34.787806471901376,25.530766140247906
61.10165704163729,27.457515041331675,28.015517223429313
62.367402622334055,24.998642351014603,28.32510858163156
60.305713040555624,24.643125008974266,29.87234187953276
62.61089403096398,25.145846719243075,28.266328060334303
56.74871052429082,28.401290242488017,30.57013359946159
54.34642394227406,30.100598871435878,29.676832028752223
49.6138928794309,35.902864969927954,30.327414356289538
44.50702907742216,35.46048914831605,31.463600360577942
38.787470177868116,42.480347817672765,27.249102658897144
24.23855501437039,51.876389091436444,32.28717010801309
20.664757635760417,53.33875249231006,31.772410389837418
13.273909539606684,57.463715533516506,28.632949090098606
17.47873666975608,56.91525927917194,28.077332355732818
18.775359857769978,56.55596212111186,25.21994396759365
14.558197875539918,54.40511515738202,30.19044411695992
19.353188975707432,49.40106946477734,29.786999832356607
20.721913365954435,47.48092716641198,26.94400446199626
14.473171662235572,47.124643656030216,31.963460317443786
23.91965519169669,38.02903418089941,31.677872708863205
25.39583383423819,35.88782118675,30.00064616299427
23.731443121924528,33.7157026243629,32.825695232391
22.30174808019774,33.283546809244086,33.449852039238806
26.063789958302657,31.49198018097657,36.72796404925552
21.024180461535792,34.418944289060754,37.46038835318345
18.588954546879442,37.44099161778156,38.369307836357144
20.353936154425817,35.72996264510474,38.72866296481081
17.101766544048672,41.50100564047815,44.616613692560016
14.347058380964306,44.76754610634054,42.96105030442327
12.637732557293035,51.13518036543003,42.44912711676996
11.450817254551929,50.45624191601058,45.40767464588295
9.96308138085432,52.040854253482834,46.53607316185228
16.040710848075875,52.039561866237975,42.16641345640831
19.956495389865253,49.589880278782076,43.482945875394435
19.17156930090824,47.03631731217398,46.00664806010643
18.092459494818257,44.952249922430816,48.10587779439729
24.985399446654213,37.2259070502751,47.73624453746883
40.184262760106016,36.21280507668228,35.92660734264053
40.58749266160992,30.69388840041561,39.10429912637588
42.90520743640449,26.472330296420658,39.064307361700145
39.75053711133124,26.863170579640894,38.48791154466785
44.98551098690266,28.03928164535384,32.096927171146255
45.296658706042955,29.305303956108638,29.207122808244137
42.27141872247922,32.47914359281368,26.63772767223594
42.713723475175705,38.09243722704531,22.39175870364126
41.375906755687566,38.00873467869293,25.55797998870875
39.802486891816535,46.62211019711982,18.40823416269499
34.639000842309294,51.68801290360612,14.970888445935728
25.28515547819319,54.5555236801624,20.698537000190164
32.215271698511565,56.68485712871561,16.887236683322776
30.568748778787075,59.223809118193756,13.47605168150504
32.132711630547526,58.4002757249389,14.276511715403622
34.32205265917084,57.52089246112952,13.590570107478399
35.94612073098581,55.09219325276207,13.348926896421979
39.48646298149265,51.19259255650648,14.379492589815179
45.80204718873424,42.948319018128764,16.725705679067154
46.21539733611035,42.712719288954865,16.558100169963062
49.248373455166444,35.99700768672415,19.033449577870854
55.79387350265805,29.085438018144856,24.902085596329087
57.30792116072045,29.318331371679328,20.919856202664825
59.30427705483411,26.528861418375726,25.856124661792265
51.67487476332032,29.71901135242225,25.56913721683854
54.78231016347168,28.998024124013,27.27394023824543
50.08725906632256,35.0910313638976,28.10384751968946
48.780419826014175,35.737894668348666,31.7492466572033
39.92702895610011,42.80685737835589,33.91023798490008
33.37256933578546,45.89554188071913,37.26526660729656
31.87545362305442,48.40764542145098,37.0921235879522
25.652560322051542,50.07844786456409,39.6352917808874
22.70751813651301,51.735836468173005,38.52491712287498
17.49006535280804,49.55507274674326,44.49417592092159
25.459976734279834,50.71626299627666,34.75734345179998
20.771773882326876,50.902557389271664,37.50507368307878
22.740397931188788,40.8052861815669,41.05752634596586
31.70574453402891,39.566637188102106,31.451947925855254
19.282640905637855,39.94662025098683,35.84896413889011
23.9394115935873,34.112595829057916,42.83193251766586
23.04561464760416,35.089272532856725,34.08168188859817
21.002376764502365,34.1391861290188,33.75170381471942
21.455347979922465,32.75411726009581,35.32824274954373
19.776148969520804,34.567274062008934,34.047445061823886
18.49401789325738,37.1824091240617,33.476186391077846
15.367420748941981,40.402585181262296,34.03437891273434
11.970086439912052,45.186826369945514,34.147519379390936
11.412698019515858,46.66255419132612,35.999200279130605
8.568324011249018,50.74055162920011,36.883252044638084
6.632571554982896,55.90225338497698,35.24128333978163
9.018543876516503,56.02586682203617,36.14129557809075
7.269811636936879,57.28302953863586,35.05443280651495
10.911718394820205,55.281246199528745,37.000508833072445
17.6750062225707,52.85860217314356,36.187232672854876
18.479422946922845,45.35762332049963,41.03955942110768
23.963653568290106,42.60567096414229,39.12381413947385
26.32925869694519,37.600285702596764,45.12948475705949
39.060474412995326,34.46797934476755,37.88412217002757
40.753964466150954,27.838585037563803,41.441011679939315
44.61023937883867,26.466480858121464,38.23212690887747
52.90020882246094,24.672587049568868,34.976951446070174
50.390614290844844,25.195897919408857,36.62679029110522
55.64641398698158,26.317711359154274,32.10831504130573
50.422769560014686,30.270371652492827,30.14214603908534
46.26430974278108,34.1906068699007,27.429532149076003
50.11022308305889,37.891624193732405,26.10034745058404
42.52015543438953,40.55107513869976,27.890953798261002
41.8490064930738,49.103057408199696,23.319065207911493
38.03664279320431,51.17150903793526,23.806229204561653
33.922657361905806,56.4573709598487,18.691501671403024
36.724716372493006,55.684291417413185,18.286783927782842
36.71630883719288,55.450778569577224,18.033773977889744
38.80327958157527,51.23322689048463,14.072607695991664
37.78985066795155,52.46843517669073,14.10963221777348
41.03326892356591,48.496200027790096,12.513797665311436
45.090567792026285,43.126216712629116,12.108506865877011
48.61723041719304,37.541877933776064,12.748657684506576
46.060706959753205,39.6316551423705,13.688917242772646
48.67967920938397,34.83766242736169,15.578351658591437
50.97268912787956,33.019487795908255,14.686924502944642
50.58238915250589,32.43823292043746,16.40586211210855
51.92202623768987,32.81612869731795,17.66743891657017
44.58425616828577,37.3892228967445,21.721930398631798
45.9712940618583,35.954173611827066,23.938448018942182
40.83065056624483,39.86801089811931,26.983754499840174
38.011293794289195,43.07408973895258,32.690264101950234
33.11739075809275,47.531792870633424,30.612053900535393
31.923059542336986,49.07108105379929,33.56747779509309
28.303226840358107,50.41421707539111,36.09992088256476
26.960007644913496,50.56746355906315,39.090040057409276
28.149920092093765,49.18017766340093,37.845575696030494
24.320402108385807,48.35988867606173,41.287029873539055
21.570300327974977,44.324048021015145,45.81816791237375
28.20129742761135,41.49876491285438,42.448679333718964
25.522307532240212,37.78811975493532,46.010054892714855
27.43657688631275,32.36887421817374,47.715099981068406
30.885227418805577,29.54284579548503,42.18586116340974
29.358240094438663,28.762209879960153,43.72468768186636
28.777119952026567,27.234592171971748,45.40991623501127
26.238815762544334,29.544451196555954,43.95410608658001
26.166591254707775,30.469928618643948,42.052428395590454
18.754318568586903,37.28570268592348,37.206566619384674
19.95705142216707,37.314643368044614,37.96068627664657
